1108,2282 C,#c6e895
1109,2282 U,#c7ed97
1110,2283 C,#a3df65
1111,2283 U,#a6e474
1112,2284 C,#b0d37d
1113,2284 U,#b0d683
1114,2285 C,#8fd84a
1115,2285 U,#8fdd63
1116,2286 C,#74ca00
1117,2286 U,#7bd145
1118,2287 C,#54c400
1119,2287 U,#5cc647
1120,2288 C,#c8e179
1121,2288 U,#c9e681
1122,2289 C,#c5d779
1123,2289 U,#c6dc84
1124,229,#6d213f
1125,229 C,#692044
1126,229 U,#7b5365
1127,2290 C,#a7d91d
1128,2290 U,#aae053
1129,2291 C,#a4d300
1130,2291 U,#a2d834
1131,2292 C,#91c712
1132,2292 U,#89c648
1133,2293 C,#86c300
1134,2293 U,#8acb23
1135,2294 C,#74a800
1136,2294 U,#7eb03b
1137,2295 C,#e1ea89
1138,2295 U,#e5f08c
1139,2296 C,#d5e664
1140,2296 U,#d6ec70
1141,2297 C,#bcde16
1142,2297 U,#bfe44d
1143,2298 C,#b6d955
1144,2298 U,#afdb66
1145,2299 C,#a2d033
1146,2299 U,#9bd154
1147,230,#ffa0cc
1148,230 C,#f7a6d6
1149,230 U,#ffb2de
1150,2300 C,#a8c140
1151,2300 U,#abc663
1152,2301 C,#8dac14
1153,2301 U,#8fad4d
1154,2302 C,#aeb762
1155,2302 U,#a9b36e
1156,2303 C,#9fb156
1157,2303 U,#9eb16d
1158,2304 C,#a0aa4d
1159,2304 U,#9da763
1160,2305 C,#9da600
1161,2305 U,#9ca647
1162,2306 C,#7e8a24
1163,2306 U,#818c50
1164,2307 C,#676e11
1165,2307 U,#767e40
1166,2308 C,#59561a
1167,2308 U,#6a6941
1168,2309 C,#e7cdb5
1169,2309 U,#eccfb3
1170,231,#fc70ba
1171,231 C,#f677c4
1172,231 U,#fc85c8
1173,2310 C,#d8bfa7
1174,2310 U,#ddc0a7
1175,2311 C,#cca784
1176,2311 U,#cca88a
1177,2312 C,#b79a80
1178,2312 U,#baa08b
1179,2313 C,#c39365
1180,2313 U,#c19676
1181,2314 C,#ac7743
1182,2314 U,#a98062
1183,2315 C,#93480d
1184,2315 U,#96623e
1185,2316 C,#bd9979
1186,2316 U,#c09f85
1187,2317 C,#b4865c
1188,2317 U,#b18c70
1189,2318 C,#a47447
1190,2318 U,#a17d63
1191,2319 C,#8d5b2f
1192,2319 U,#8d6d55
1193,232,#f43fa5
1194,232 C,#ef3fa9
1195,232 U,#f56ab4
1196,2320 C,#714621
1197,2320 U,#795c46
1198,2321 C,#6f5036
1199,2321 U,#7a695b
1200,2322 C,#4d3423
1201,2322 U,#625140
1202,2323 C,#b7b098
1203,2323 U,#c5bfaa
1204,2324 C,#b2a282
1205,2324 U,#ada189
1206,2325 C,#9f9073
1207,2325 U,#a09580
1208,2326 C,#8b7c5e
1209,2326 U,#958b78
1210,2327 C,#837857
1211,2327 U,#908875
1212,2328 C,#786747
1213,2328 U,#807766
1214,2329 C,#69583b
1215,2329 U,#766e61
1216,233,#ce007c
1217,233 C,#cc007a
1218,233 U,#cc4585
1219,2330 C,#cfccc8
1220,2331 C,#aca7a3
1221,2331 U,#b0aba9
1222,2332 C,#8b8985
1223,2332 U,#8b8986
1224,2333 C,#716c69
1225,2333 U,#757473
1226,2334 C,#6d6361
1227,2334 U,#706c6c
1228,2335 C,#5e4e46
1229,2335 U,#706964
1230,2336 C,#4e4946
1231,2336 U,#666565
1232,2337 C,#fac0b8
1233,2337 U,#ffb6ad
1234,2338 C,#e0a39d
1235,2338 U,#dc9b95
1236,2339 C,#f29390
1237,2339 U,#f5908e
1238,234,#aa0066
1239,234 C,#a60063
1240,234 U,#ac4c7b
1241,2340 C,#d26e76
1242,2340 U,#cc797d
1243,2341 C,#b96b6c
1244,2341 U,#ae7475
1245,2342 C,#ba5963
1246,2342 U,#b16c73
1247,2343 C,#aa5564
1248,2343 U,#a86c75
1249,2344 C,#f3806e
1250,2344 U,#f08576
1251,2345 C,#ff6e67
1252,2345 U,#ff7d74
1253,2346 C,#ff5967
1254,2346 U,#ff7075
1255,2347 C,#e80000
1256,2347 U,#ed4336
1257,2348 C,#ea534d
1258,2348 U,#e1615c
1259,2349 C,#ce3402
1260,2349 U,#c44d36
1261,235,#8e0554
1262,235 C,#880d53
1263,235 U,#924e70
1264,2350 C,#b5201b
1265,2350 U,#a1463d
1266,2351 C,#bf79b2
1267,2351 U,#bd81b1
1268,2352 C,#b764a6
1269,2352 U,#b471a3
1270,2353 C,#c44ca5
1271,2353 U,#b85997
1272,2354 C,#944d8a
1273,2354 U,#90638b
1274,2355 C,#8b0079
1275,2355 U,#86467a
1276,2356 C,#750060
1277,2356 U,#7e3f6f
1278,2357 C,#641143
1279,2357 U,#6e435a
1280,2358 C,#ada3ae
1281,2358 U,#a499a5
1282,2359 C,#7e7283
1283,2359 U,#807785
1284,236,#f9afd3
1285,236 C,#f4a7dc
1286,236 U,#faa6dd
1287,2360 C,#7a788e
1288,2360 U,#7f7c8d
1289,2361 C,#6f6f8b
1290,2361 U,#75758c
1291,2362 C,#6d6980
1292,2362 U,#787585
1293,2363 C,#5f5c75
1294,2363 U,#6f6c7c
1295,2364 C,#67586d
1296,2364 U,#726976
1297,2365,#f7c4d8
1298,2365 C,#f2b9df
1299,2365 U,#f9bee6
1300,2366 C,#676ccd
1301,2366 U,#6f71c7
1302,2367 C,#4d4bb0
1303,2367 U,#6663ad
1304,2368 C,#4a49bc
1305,2368 U,#6160b7
1306,2369 C,#3640b5
1307,2369 U,#5b5cb0
1308,237,#f484c4
1309,237 C,#f185ce
1310,237 U,#f58dcf
1311,2370 C,#2b2b93
1312,2370 U,#5d599b
1313,2371 C,#300b8c
1314,2371 U,#58468c
1315,2372 C,#251e77
1316,2372 U,#524d7f
1317,2373 C,#7181a0
1318,2373 U,#78829b
1319,2374 C,#4d5e80
1320,2374 U,#5e687f
1321,2375,#ea6bbf
1322,2375 C,#e677cb
1323,2375 U,#ed88d1
1324,2376 C,#4d5a72
1325,2376 U,#636c7d
1326,2377 C,#305271
1327,2377 U,#55687c
1328,2378 C,#374767
1329,2378 U,#555d71
1330,2379 C,#3b4358
1331,2379 U,#565a66
1332,238,#ed4faf
1333,238 C,#ea5dbd
1334,238 U,#ed72bf
1335,2380 C,#273248
1336,2380 U,#525664
1337,2381 C,#5992db
1338,2381 U,#618dd8
1339,2382 C,#0088d8
1340,2382 U,#3d82d2
1341,2383 C,#2173ad
1342,2383 U,#4a72a2
1343,2384 C,#0060a1
1344,2384 U,#3b6796
1345,2385,#db28a5
1346,2385 C,#d939b2
1347,2385 U,#e56fc0
1348,2386 C,#2768c3
1349,2386 U,#546fbd
1350,2387 C,#0061c8
1351,2387 U,#4767bd
1352,2388 C,#004fb5
1353,2388 U,#3c5ea8
1354,2389 C,#449ec9
1355,2389 U,#5b9cc6
1356,239,#e0219e
1357,239 C,#e03eae
1358,239 U,#e055a7
1359,2390 C,#007bab
1360,2390 U,#4e83aa
1361,2391 C,#0080a5
1362,2391 U,#4683a1
1363,2392 C,#096785
1364,2392 U,#587b90
1365,2393 C,#0090cb
1366,2393 U,#0095cc
1367,2394 C,#0089ce
1368,2394 U,#008fce
1369,2395,#c4008c
1370,2395 C,#cf009e
1371,2395 U,#d956ac
1372,2396 C,#0096b2
1373,2396 U,#0093ab
1374,2397 C,#00b4bd
1375,2397 U,#00b1ba
1376,2398 C,#00b8b3
1377,2398 U,#2cbbb6
1378,2399 C,#00a8a2
1379,2399 U,#00ada8
1380,240,#c40f89
1381,240 C,#cb2b99
1382,240 U,#c55597
1383,2400 C,#00ad97
1384,2400 U,#00ae9a
1385,2401 C,#28a598
1386,2401 U,#52a69b
1387,2402 C,#009a87
1388,2402 U,#009e8d
1389,2403 C,#00867b
1390,2403 U,#008d85
1391,2404 C,#a4b79c
1392,2404 U,#9fb39a
1393,2405,#a8007a
1394,2405 C,#b5008c
1395,2405 U,#be569c
1396,2406 C,#809c87
1397,2406 U,#869f8f
1398,2407 C,#698b72
1399,2407 U,#779080
1400,2408 C,#477956
1401,2408 U,#597865
1402,2409 C,#4b6447
1403,2409 U,#637364
1404,241,#ad0075
1405,241 C,#b41782
1406,241 U,#b15389
1407,2410 C,#415a3d
1408,2410 U,#5f6e5f
1409,2411 C,#1a4020
1410,2411 U,#4a6149
1411,2412 C,#3ad398
1412,2412 U,#5bd8a2
1413,2413 C,#29b58f
1414,2413 U,#47af8e
1415,2414 C,#00b980
1416,2414 U,#24b280
1417,2415,#9b0070
1418,2415 C,#a2007c
1419,2415 U,#ae5490
1420,2416 C,#00ae77
1421,2416 U,#17ae81
1422,2417 C,#189b6b
1423,2417 U,#4e9c79
1424,2418 C,#008440
1425,2418 U,#00845a
1426,2419 C,#007a57
1427,2419 U,#367b68
1428,242,#7c1c51
1429,242 C,#83225e
1430,242 U,#8e5975
1431,2420 C,#00c460
1432,2420 U,#1cc574
1433,2421 C,#1ab500
1434,2421 U,#44b738
1435,2422 C,#00a52e
1436,2422 U,#31a557
1437,2423 C,#00a815
1438,2423 U,#00aa49
1439,2424 C,#1a9d00
1440,2424 U,#46a23a
1441,2425,#87005b
1442,2425 C,#880063
1443,2425 U,#98537f
1444,2426 C,#008918
1445,2426 U,#009247
1446,2427 C,#005d1c
1447,2427 U,#44704a
1448,243,#f2bad8
1449,243 C,#eeb7e2
1450,243 U,#f4b1e4
1451,244,#eda0d3
1452,244 C,#e99bda
1453,244 U,#ee9add
1454,245,#e87fc9
1455,245 C,#e37ed1
1456,245 U,#e47ece
1457,246,#cc00a0
1458,246 C,#cd25af
1459,246 U,#d356b1
1460,247,#b7008e
1461,247 C,#c114a1
1462,247 U,#c150a0
1463,248,#a3057f
1464,248 C,#a9198d
1465,248 U,#a44e8a
1466,249,#7f2860
1467,249 C,#84266a
1468,249 U,#895677
1469,250,#edc4dd
1470,250 C,#eab9e4
1471,250 U,#f0b8e7
1472,251,#e29ed6
1473,251 C,#e19bdf
1474,251 U,#e495dd
1475,252,#d36bc6
1476,252 C,#d162cd
1477,252 U,#d16fcb
1478,253,#af23a5
1479,253 C,#b319ab
1480,253 U,#b856ac
1481,254,#a02d96
1482,254 C,#9e1a96
1483,254 U,#a15499
1484,255,#772d6b
1485,255 C,#77216c
1486,255 U,#83577c
1487,256,#e5c4d6
1488,256 C,#dabddc
1489,256 U,#d5b4da
1490,2562,#d8a8d8
1491,2562 C,#dba8e2
1492,2562 U,#dface8
1493,2563,#d1a0cc
1494,2563 C,#cea2d7
1495,2563 U,#cfa1d9
1496,2567,#bf93cc
1497,2567 C,#c49fd8
1498,2567 U,#c19eda
1499,257,#d3a5c9
1500,257 C,#c9a0ce
1501,257 U,#c499c9
1502,2572,#c687d1
1503,2572 C,#cc8ada
1504,2572 U,#d08fdc
1505,2573,#ba7cbc
1506,2573 C,#bc83c9
1507,2573 U,#ba87ca
1508,2577,#aa72bf
1509,2577 C,#aa7bc9
1510,2577 U,#a47ec5
1511,258,#9b4f96
1512,258 C,#904799
1513,258 U,#a275ad
1514,2582,#aa47ba
1515,2582 C,#b24ec4
1516,2582 U,#bd75ce
1517,2583,#9e4fa5
1518,2583 C,#a35db4
1519,2583 U,#a571b5
1520,2587,#8e47ad
1521,2587 C,#8446ac
1522,2587 U,#936cb5
1523,259,#72166b
1524,259 C,#702076
1525,259 U,#95659b
1526,2592,#930fa5
1527,2592 C,#9f26b4
1528,2592 U,#ad60be
1529,2593,#872b93
1530,2593 C,#873299
1531,2593 U,#8f5e9f
1532,2597,#66008c
1533,2597 C,#5d0c8b
1534,2597 U,#825aa3
1535,260,#681e5b
1536,260 C,#672565
1537,260 U,#8b648c
1538,2602,#820c8e
1539,2602 C,#8b189b
1540,2602 U,#9a57a5
1541,2603,#70147a
1542,2603 C,#732181
1543,2603 U,#86588f
1544,2607,#5b027a
1545,2607 C,#520975
1546,2607 U,#7a5894
1547,261,#5e2154
1548,261 C,#5f285e
1549,261 U,#816181
1550,2612,#701e72
1551,2612 C,#7b2481
1552,2612 U,#88558c
1553,2613,#66116d
1554,2613 C,#6a1e74
1555,2613 U,#7f5685
1556,2617,#560c70
1557,2617 C,#490c66
1558,2617 U,#745387
1559,262,#542344
1560,262 C,#54274e
1561,262 U,#765d73
1562,2622,#602d59
1563,2622 C,#682f64
1564,2622 U,#7d5a79
1565,2623,#5b195e
1566,2623 C,#621f65
1567,2623 U,#76547a
1568,2627,#4c145e
1569,2627 C,#3e1051
1570,2627 U,#6d527a
1571,263,#e0cee0
1572,263 C,#dac4e5
1573,263 U,#dcc4e8
1574,2635,#c9add8
1575,2635 C,#c6b3e1
1576,2635 U,#c8b6e5
1577,264,#c6aadb
1578,264 C,#c4a6e1
1579,264 U,#bfa0e3
1580,2645,#b591d1
1581,2645 C,#b095da
1582,2645 U,#b8a2e2
1583,265,#9663c4
1584,265 C,#9363cc
1585,265 U,#9d7ad2
1586,2655,#9b6dc6
1587,2655 C,#9678d2
1588,2655 U,#a188d7
1589,266,#6d28aa
1590,266 C,#783cbd
1591,266 U,#8a66c2
1592,2665,#894fbf
1593,2665 C,#7f56c5
1594,2665 U,#8b70c8
1595,267,#59118e
1596,267 C,#62259d
1597,267 U,#7f5dac
1598,268,#4f2170
1599,268 C,#5a2b81
1600,268 U,#735990
1601,2685,#56008c
1602,2685 C,#32006e
1603,2685 U,#735ba5
1604,269,#442359
1605,269 C,#532c6c
1606,269 U,#6e577e
1607,2695,#44235e
1608,2695 C,#2f1a45
1609,2695 U,#6b5d7e
1610,270,#baafd3
1611,270 C,#b6b3df
1612,270 U,#adaddd
1613,2705,#ad9ed3
1614,2705 C,#a9a3df
1615,2705 U,#b8b4e8
1616,2706,#d1cedd
1617,2706 C,#ccd2e9
1618,2706 U,#cad3f0
1619,2707,#bfd1e5
1620,2707 C,#c4d5ec
1621,2707 U,#c6daf5
1622,2708,#afbcdb
1623,2708 C,#b9cbea
1624,2708 U,#b2c8ee
1625,271,#9e91c6
1626,271 C,#9794d2
1627,271 U,#9a9ad4
1628,2715,#937acc
1629,2715 C,#8b83d6
1630,2715 U,#9c98df
1631,2716,#a5a0d6
1632,2716 C,#9fade4
1633,2716 U,#a1aee9
1634,2717,#a5bae0
1635,2717 C,#a7c5ed
1636,2717 U,#a7c7f3
1637,2718,#5b77cc
1638,2718 C,#5a87d9
1639,2718 U,#6786d7
1640,272,#8977ba
1641,272 C,#7573c0
1642,272 U,#8585c5
1643,2725,#7251bc
1644,2725 C,#675dc6
1645,2725 U,#8880d2
1646,2726,#6656bc
1647,2726 C,#455cc7
1648,2726 U,#6e7ace
1649,2727,#5e68c4
1650,2727 C,#2e7de1
1651,2727 U,#618ee8
1652,2728,#3044b5
1653,2728 C,#0047ba
1654,2728 U,#4d68c1
1655,273,#38197a
1656,273 C,#23135e
1657,273 U,#645d9a
1658,2735,#4f0093
1659,2735 C,#290088
1660,2735 U,#6658b0
1661,2736,#4930ad
1662,2736 C,#1724a9
1663,2736 U,#5960b9
1664,2738,#2d008e
1665,2738 C,#00098b
1666,2738 U,#424da3
1667,274,#2b1166
1668,274 C,#211650
1669,274 U,#5f578a
1670,2745,#3f0077
1671,2745 C,#250670
1672,2745 U,#5f5499
1673,2746,#3f2893
1674,2746 C,#101e8e
1675,2746 U,#565da3
1676,2747,#1c146b
1677,2747 C,#001a71
1678,2747 U,#3f4f90
1679,2748,#1e1c77
1680,2748 C,#001970
1681,2748 U,#454f8c
1682,275,#260f54
1683,275 C,#211646
1684,275 U,#5c5582
1685,2755,#35006d
1686,2755 C,#221060
1687,2755 U,#5b5389
1688,2756,#332875
1689,2756 C,#121f6b
1690,2756 U,#565b8b
1691,2757,#141654
1692,2757 C,#001e5f
1693,2757 U,#444e7d
1694,2758,#192168
1695,2758 C,#001d60
1696,2758 U,#464d79
1697,276,#2b2147
1698,276 C,#231c34
1699,276 U,#5b546d
1700,2765,#2b0c56
1701,2765 C,#201545
1702,2765 U,#574f76
1703,2766,#2b265b
1704,2766 C,#131b4d
1705,2766 U,#57597b
1706,2767,#14213d
1707,2767 C,#14284b
1708,2767 U,#484b63
1709,2768,#112151
1710,2768 C,#051c48
1711,2768 U,#494c6b
1712,277,#b5d1e8
1713,277 C,#adc8e7
1714,277 U,#accdf1
1715,278,#99badd
1716,278 C,#8cb7e8
1717,278 U,#8bb8ed
1718,279,#6689cc
1719,279 C,#3e8ddd
1720,279 U,#578dda
1721,280,#002b7f
1722,280 C,#012168
1723,280 U,#3a487f
1724,281,#002868
1725,281 C,#001f5b
1726,281 U,#3f4974
1727,282,#002654
1728,282 C,#031d40
1729,282 U,#414765
1730,283,#9bc4e2
1731,283 C,#94c0e9
1732,283 U,#9ac5ed
1733,284,#75aadb
1734,284 C,#6caae4
1735,284 U,#76afe8
1736,285,#3a75c4
1737,285 C,#0070cd
1738,285 U,#4280cf
1739,286,#0038a8
1740,286 C,#0032a0
1741,286 U,#2c54a3
1742,287,#003893
1743,287 C,#002f86
1744,287 U,#395796
1745,288,#00337f
1746,288 C,#002c73
1747,288 U,#3b5486
1748,289,#002649
1749,289 C,#0c223f
1750,289 U,#424e6a
1751,290,#c4d8e2
1752,290 C,#bad8ea
1753,290 U,#a5d2ee
1754,2905,#93c6e0
1755,2905 C,#8fc6e8
1756,2905 U,#88c7ed
1757,291,#a8cee2
1758,291 C,#99caea
1759,291 U,#7cbceb
1760,2915,#60afdd
1761,2915 C,#61b3e4
1762,2915 U,#61b1e8
1763,292,#75b2dd
1764,292 C,#67b2e7
1765,292 U,#5fa7e5
1766,2925,#008ed6
1767,2925 C,#009add
1768,2925 U,#3795da
1769,293,#0051ba
1770,293 C,#003ca6
1771,293 U,#1a59a8
1772,2935,#005bbf
1773,2935 C,#0055b7
1774,2935 U,#0f5ea9
1775,294,#003f87
1776,294 C,#002e6c
1777,294 U,#385888
1778,2945,#0054a0
1779,2945 C,#004a97
1780,2945 U,#26578b
1781,295,#00386b
1782,295 C,#002855
1783,295 U,#344f71
1784,2955,#003d6b
1785,2955 C,#003763
1786,2955 U,#395575
1787,296,#002d47
1788,296 C,#061b2b
1789,296 U,#424e5f
1790,2965,#00334c
1791,2965 C,#00253d
1792,2965 U,#3a5165
1793,297,#82c6e2
1794,297 C,#6ec4e8
1795,297 U,#79caed
1796,2975,#bae0e2
1797,2975 C,#97d4e9
1798,2975 U,#88d4ee
1799,298,#51b5e0
1800,298 C,#40b4e5
1801,298 U,#47b2e8
1802,2985,#51bfe2
1803,2985 C,#57c0e8
1804,2985 U,#41b5e6
1805,299,#00a3dd
1806,299 C,#00a0df
1807,299 U,#0093d9
1808,2995,#00a5db
1809,2995 C,#00a7e1
1810,2995 U,#009adc
1811,300,#0072c6
1812,300 C,#005cb8
1813,300 U,#006cb7
1814,3005,#0084c9
1815,3005 C,#0074c8
1816,3005 U,#0076bf
1817,301,#005b99
1818,301 C,#004987
1819,301 U,#26608d
1820,3015,#00709e
1821,3015 C,#005f9b
1822,3015 U,#176995
1823,302,#004f6d
1824,302 C,#003a5c
1825,302 U,#345c76
1826,3025,#00546b
1827,3025 C,#004d71
1828,3025 U,#345f79
1829,303 C,#012939
1830,303 U,#3e5565
1831,3035,#004454
1832,3035 C,#003d51
1833,3035 U,#3e5665
1834,304,#a5dde2
1835,304 C,#98dae9
1836,304 U,#8adbec
1837,305,#70cee2
1838,305 C,#57c8e7
1839,305 U,#49c8ec
1840,306,#00bce2
1841,306 C,#00b2e2
1842,306 U,#00b2e5
1843,307 C,#0069a6
1844,307 U,#0071a2
1845,308,#00607c
1846,308 C,#00567c
1847,308 U,#206682
1848,309,#003f49
1849,309 C,#003a49
1850,309 U,#3c5763
1851,310,#72d1dd
1852,310 C,#66cfe3
1853,310 U,#55cee6
1854,3105,#7fd6db
1855,3105 C,#62d0df
1856,3105 U,#42ccdf
1857,311,#28c4d8
1858,311 C,#00c1de
1859,311 U,#00bbdc
1860,3115,#2dc6d6
1861,3115 C,#00bfd5
1862,3115 U,#00bcd4
1863,312,#00adc6
1864,312 C,#00a6ce
1865,312 U,#00abd1
1866,3125,#00b7c6
1867,3125 C,#00abc7
1868,3125 U,#00a8c3
1869,313,#0099b5
1870,313 C,#008fbe
1871,313 U,#008ab3
1872,3135,#009baa
1873,3135 C,#008aab
1874,3135 U,#008aa7
1875,314,#00829b
1876,314 C,#007da4
1877,314 U,#007b9b
1878,3145,#00848e
1879,3145 C,#00748c
1880,3145 U,#007588
1881,315,#006b77
1882,315 C,#00657f
1883,315 U,#1c6578
1884,3155,#006d75
1885,3155 C,#005f71
1886,3155 U,#186676
1887,316,#00494f
1888,316 C,#00464f
1889,316 U,#3b5861
1890,3165,#00565b
1891,3165 C,#004d58
1892,3165 U,#2d5a65
1893,317,#c9e8dd
1894,317 C,#b0e2e2
1895,317 U,#abe7e7
1896,318,#93dddb
1897,318 C,#86dade
1898,318 U,#62d7df
1899,319,#4cced1
1900,319 C,#25cad3
1901,319 U,#17c7d1
1902,320,#009ea0
1903,320 C,#0099a8
1904,320 U,#0099a6
1905,321,#008789
1906,321 C,#008995
1907,321 U,#00808b
1908,322,#007272
1909,322 C,#007078
1910,322 U,#0f7179
1911,323,#006663
1912,323 C,#005d62
1913,323 U,#2c5f64
1914,324,#aaddd6
1915,324 C,#9bd9d9
1916,324 U,#7fd6d6
1917,3242,#87ddd1
1918,3242 C,#6edad5
1919,3242 U,#54d9d3
1920,3245,#8ce0d1
1921,3245 C,#7aded4
1922,3245 U,#45d9cc
1923,3248,#7ad3c1
1924,3248 C,#6dcbb8
1925,3248 U,#65ccba
1926,325,#56c9c1
1927,325 C,#64cbc9
1928,325 U,#35bebb
1929,3252,#56d6c9
1930,3252 C,#1bcfc9
1931,3252 U,#00cac3
1932,3255,#47d6c1
1933,3255 C,#22d3c5
1934,3255 U,#00ccbc
1935,3258,#35c4af
1936,3258 C,#48c3b1
1937,3258 U,#43beac
1938,326,#00b2aa
1939,326 C,#00afa9
1940,3262,#00c1b5
1941,3262 C,#00bbb3
1942,3262 U,#00b7b1
1943,3265,#00c6b2
1944,3265 C,#00c4b3
1945,3265 U,#00bcac
1946,3268,#00af99
1947,3268 C,#00a98e
1948,3268 U,#1eaf99
1949,327 C,#008374
1950,3272,#00aa9e
1951,3272 C,#00a19a
1952,3272 U,#00a19c
1953,3275,#00b2a0
1954,3275 C,#00af9a
1955,3275 U,#00a694
1956,3278,#009b84
1957,3278 C,#009877
1958,3278 U,#009982
1959,328,#007770
1960,328 C,#007166
1961,328 U,#077b79
1962,3282,#008c82
1963,3282 C,#00837a
1964,3282 U,#008480
1965,3285,#009987
1966,3285 C,#009382
1967,3285 U,#008d82
1968,3288,#008270
1969,3288 C,#008064
1970,3288 U,#158576
1971,329,#006d66
1972,329 C,#00665e
1973,329 U,#2a7372
1974,3292,#006056
1975,3292 C,#00574f
1976,3292 U,#306c6b
1977,3295,#008272
1978,3295 C,#007564
1979,3295 U,#1c7d74
1980,3298,#006b5b
1981,3298 C,#006852
1982,3298 U,#367267
1983,330,#005951
1984,330 C,#00514b
1985,330 U,#416261
1986,3302,#00493f
1987,3302 C,#004b44
1988,3302 U,#3e5f5e
1989,3305,#004f42
1990,3305 C,#004c42
1991,3305 U,#436863
1992,3308,#004438
1993,3308 C,#034436
1994,3308 U,#465f5a
1995,331,#baead6
1996,331 C,#a6e5d8
1997,331 U,#8fe6d3
1998,332,#a0e5ce
1999,332 C,#89e1d0
2000,332 U,#6adfcb
2001,333,#5eddc1
2002,333 C,#33d9c2
2003,333 U,#00cfb5
2004,334,#00997c
2005,334 C,#009578
2006,334 U,#009380
2007,335,#007c66
2008,335 C,#00795f
2009,335 U,#1a7c70
2010,336,#006854
2011,336 C,#00634f
2012,336 U,#367068
2013,337,#9bdbc1
2014,337 C,#8fd4bc
2015,337 U,#7ed3b9
2016,3375,#8ee2bc
2017,3375 C,#76e0c0
2018,3375 U,#55deb7
2019,338,#7ad1b5
2020,338 C,#6dcdb1
2021,338 U,#45bfa1
2022,3385,#54d8a8
2023,3385 C,#3fd4ad
2024,3385 U,#2fd2a8
2025,339,#00b28c
2026,339 C,#00b188
2027,339 U,#19ab8a
2028,3395,#00c993
2029,3395 C,#00c08a
2030,3395 U,#00c497
2031,340,#009977
2032,340 C,#00945d
2033,340 U,#009b77
2034,3405,#00b27a
2035,3405 C,#00ac68
2036,3405 U,#00ae7b
2037,341,#007a5e
2038,341 C,#007852
2039,341 U,#317663
2040,3415,#007c59
2041,3415 C,#007549
2042,3415 U,#2c7f66
2043,342,#006b54
2044,342 C,#006547
2045,342 U,#3e6d60
2046,3425,#006847
2047,3425 C,#006140
2048,3425 U,#3d7563
2049,343,#00563f
2050,343 C,#0d553f
2051,343 U,#45645b
2052,3435,#024930
2053,3435 C,#144633
2054,3435 U,#49655a
2055,344,#b5e2bf
2056,344 C,#a0d8b3
2057,344 U,#8bd6ad
2058,345,#96d8af
2059,345 C,#91d5ab
2060,345 U,#68cb9b
2061,346,#70ce9b
2062,346 C,#6eca97
2063,346 U,#49bb89
2064,347,#009e60
2065,347 C,#009844
2066,347 U,#089860
2067,348,#008751
2068,348 C,#00833d
2069,348 U,#2f835b
2070,349,#006b3f
2071,349 C,#016836
2072,349 U,#457157
2073,350,#234f33
2074,350 C,#2b5034
2075,350 U,#536557
2076,351,#b5e8bf
2077,351 C,#a2e3b9
2078,351 U,#8fe4b3
2079,352,#99e5b2
2080,352 C,#8ce0b0
2081,352 U,#6adea3
2082,353,#84e2a8
2083,353 C,#7bdea7
2084,353 U,#43d491
2085,354,#00b760
2086,354 C,#00ae41
2087,354 U,#00a75c
2088,355,#009e49
2089,355 C,#00953a
2090,355 U,#00955e
2091,356,#007a3d
2092,356 C,#007833
2093,356 U,#347c59
2094,357,#215b33
2095,357 C,#1c5631
2096,357 U,#4e6e59
2097,358,#aadd96
2098,358 C,#acda90
2099,358 U,#94d68a
2100,359,#a0db8e
2101,359 C,#a2d683
2102,359 U,#79ca77
2103,360,#60c659
2104,360 C,#6cc049
2105,360 U,#58b660
2106,361,#1eb53a
2107,361 C,#3fae29
2108,361 U,#48a84f
2109,362,#339e35
2110,362 C,#4d9c2d
2111,362 U,#53924f
2112,363,#3d8e33
2113,363 C,#4b8b2a
2114,363 U,#56834c
2115,364,#3a7728
2116,364 C,#497527
2117,364 U,#5a784e
2118,365,#d3e8a3
2119,365 C,#c2df87
2120,365 U,#c0e491
2121,366,#c4e58e
2122,366 C,#b7dc78
2123,366 U,#a6da7b
2124,367,#aadd6d
2125,367 C,#a3d55d
2126,367 U,#8dcf68
2127,368,#5bbf21
2128,368 C,#77bc1f
2129,368 U,#65b146
2130,369,#56aa1c
2131,369 C,#62a60a
2132,369 U,#609e44
2133,370,#568e14
2134,370 C,#648b1a
2135,370 U,#688848
2136,371,#566b21
2137,371 C,#546121
2138,371 U,#66714d
2139,372,#d8ed96
2140,372 C,#d4eb8d
2141,372 U,#d0ee8f
2142,373,#ceea82
2143,373 C,#cce97f
2144,373 U,#b6e871
2145,374,#bae860
2146,374 C,#c4e76a
2147,374 U,#a1e15f
2148,375,#8cd600
2149,375 C,#94d500
2150,375 U,#6bc82c
2151,376,#7fba00
2152,376 C,#82bc00
2153,376 U,#6baa36
2154,377,#709302
2155,377 C,#799900
2156,377 U,#6f8d41
2157,378,#566314
2158,378 C,#59611b
2159,378 U,#727a4d
2160,379,#e0ea68
2161,379 C,#e2e665
2162,379 U,#e6ec78
2163,380,#d6e542
2164,380 C,#dbe341
2165,380 U,#d3e257
2166,381,#cce226
2167,381 C,#cedb00
2168,381 U,#b8d537
2169,382,#bad80a
2170,382 C,#c3d500
2171,382 U,#98c11e
2172,383,#a3af07
2173,383 C,#aaad00
2174,383 U,#8d9935
2175,384,#939905
2176,384 C,#959300
2177,384 U,#878a3b
2178,385,#707014
2179,385 C,#79701f
