252,1595,#d15b05
253,1595 C,#dc5f13
254,1595 U,#d77045
255,160,#9e540a
256,160 C,#a5541a
257,160 U,#a06a45
258,1605,#a04f11
259,1605 C,#a95521
260,1605 U,#a86b4b
261,161,#633a11
262,161 C,#633c20
263,161 U,#776149
264,1615,#843f0f
265,1615 C,#8e471e
266,1615 U,#946449
267,162,#f9c6aa
268,162 C,#ffbe9e
269,162 U,#ffba98
270,1625,#f9a58c
271,1625 C,#ffa388
272,1625 U,#ffa88f
273,163,#fc9e70
274,163 C,#ff9d6b
275,163 U,#ff9b75
276,1635,#f98e6d
277,1635 C,#ff8d6a
278,1635 U,#ff967c
279,164,#fc7f3f
280,164 C,#ff7f3f
281,164 U,#ff855d
282,1645,#f97242
283,1645 C,#ff6b35
284,1645 U,#ff7f60
285,165,#f96302
286,165 C,#ff661b
287,165 U,#ff7546
288,1655,#f95602
289,1655 C,#ff4c00
290,1655 U,#ff704b
291,166,#dd5900
292,166 C,#e75200
293,166 U,#e5653e
294,1665,#dd4f05
295,1665 C,#e24301
296,1665 U,#e96847
297,167,#bc4f07
298,167 C,#c25219
299,167 U,#b76546
300,1675,#a53f0f
301,1675 C,#ad431c
302,1675 U,#ac6149
303,168,#6d3011
304,168 C,#75381b
305,168 U,#8b614b
306,1685,#843511
307,1685 C,#86391f
308,1685 U,#96604d
309,169,#f9baaa
310,169 C,#ffb4aa
311,169 U,#ffb7ac
312,170,#f98972
313,170 C,#ff8671
314,170 U,#ff8d7c
315,171,#f9603a
316,171 C,#ff5b34
317,171 U,#ff7762
318,172,#f74902
319,172 C,#ff4611
320,172 U,#ff674a
321,173,#d14414
322,173 C,#d3441c
323,173 U,#d06149
324,174,#933311
325,174 C,#99381f
326,174 U,#9d5b49
327,175,#6d3321
328,175 C,#6d3527
329,175 U,#7e584c
330,176,#f9afad
331,176 C,#ffb1b8
332,1765,#f99ea3
333,1765 C,#ffa4b3
334,1765 U,#ffa7b4
335,1767,#f9b2b7
336,1767 C,#ffafbf
337,1767 U,#ffbac8
338,177,#f9827f
339,177 C,#ff8188
340,177 U,#ff8c8f
341,1775,#f9848e
342,1775 C,#ff8e9e
343,1775 U,#ff8b97
344,1777,#fc6675
345,1777 C,#ff637d
346,1777 U,#ff808f
347,178,#f95e59
348,178 C,#ff5859
349,178 U,#ff7675
350,1785,#fc4f59
351,1785 C,#ff485b
352,1785 U,#ff6570
353,1787,#f43f4f
354,1787 C,#fb3448
355,1787 U,#ff636f
356,1788,#ef2b2d
357,1788 C,#f42434
358,1788 U,#fe5c61
359,179,#e23d28
360,179 C,#e53c2e
361,179 U,#e55f53
362,1795,#d62828
363,1795 C,#d8262e
364,1795 U,#dd5958
365,1797,#cc2d30
366,1797 C,#d03238
367,1797 U,#ce4e51
368,180,#c13828
369,180 C,#c33a32
370,180 U,#c06058
371,1805,#af2626
372,1805 C,#b3272d
373,1805 U,#b65957
374,1807,#a03033
375,1807 C,#a83338
376,1807 U,#a95051
377,181,#7c2d23
378,181 C,#84322c
379,181 U,#8b5951
380,1810,#7c211e
381,1815 C,#802528
382,1815 U,#905651
383,1817,#5b2d28
384,1817 C,#663233
385,1817 U,#7a5352
386,182,#f9bfc1
387,182 C,#febbca
388,182 U,#ffb8c8
389,183,#fc8c99
390,183 C,#ff9bb1
391,183 U,#ff8da2
392,184,#fc5e72
393,184 C,#fc5272
394,184 U,#ff6d82
395,185,#e8112d
396,185 C,#eb0028
397,185 U,#f7505f
398,186,#ce1126
399,186 C,#cf0a2c
400,186 U,#d6515d
401,187,#af1e2d
402,187 C,#ab162b
403,187 U,#b15359
404,188,#7c2128
405,188 C,#79232e
406,188 U,#8a5457
407,189,#ffa3b2
408,189 C,#fda3ba
409,189 U,#ffabc0
410,1895,#fcbfc9
411,1895 C,#f8b5cc
412,1895 U,#ffb3cc
413,190,#fc758e
414,190 C,#fb7497
415,190 U,#ff87a1
416,1905,#fc9bb2
417,1905 C,#fa9aba
418,1905 U,#ff9bb9
419,191,#f4476b
420,191 C,#f5416c
421,191 U,#fc6e88
422,1915,#f4547c
423,1915 C,#f54b7f
424,1915 U,#fb6f91
425,192,#e5053a
426,192 C,#ec0044
427,192 U,#f45269
428,1925,#e00747
429,1925 C,#e9004b
430,1925 U,#ee4e6c
431,193,#db828c
432,193 C,#c5093b
433,193 U,#c95163
434,1935,#c10538
435,1935 C,#cb003c
436,1935 U,#ce4b61
437,194,#992135
438,194 C,#a02741
439,194 U,#a65863
440,1945,#a80c35
441,1945 C,#ac063c
442,1945 U,#b35467
443,195 C,#7b2f3e
444,195 U,#895a61
445,1955,#931638
446,1955 C,#8f1336
447,1955 U,#9a5261
448,196,#f4c9c9
449,196 C,#efc6cd
450,196 U,#f7c2ca
451,197,#ef99a3
452,197 C,#ee9aac
453,197 U,#f59fb1
454,198,#772d35
455,198 C,#e74260
456,198 U,#ee687b
457,199,#d81c3f
458,199 C,#dc0031
459,199 U,#e34d5f
460,200,#c41e3a
461,200 C,#c2002f
462,200 U,#c24c5a
463,2001 C,#f7e49a
464,2001 U,#ffeb9f
465,2002 C,#f9e17d
466,2002 U,#ffe683
467,2003 C,#fae167
468,2003 U,#ffe774
469,2004 C,#fbdc7a
470,2004 U,#ffe17e
471,2005 C,#fed781
472,2005 U,#ffda82
473,2006 C,#ecbc4d
474,2006 U,#f2bf65
475,2007 C,#e1a423
476,2007 U,#e3a753
477,2008 C,#f2be70
478,2008 U,#fabc77
479,2009 C,#f2b562
480,2009 U,#fbaf6a
481,201,#a32638
482,201 C,#a31f34
483,201 U,#a4565e
484,2010 C,#ffad00
485,2010 U,#ffb300
486,2011 C,#f19933
487,2011 U,#f89756
488,2012 C,#f39500
489,2012 U,#fb9841
490,2013 C,#ff9800
491,2013 U,#ffa01f
492,2014 C,#bb7000
493,2014 U,#bd823d
494,2015 C,#f8cea6
495,2015 U,#ffd9b5
496,2016 C,#ffb771
497,2016 U,#ffc286
498,2017 C,#f8ad6a
499,2017 U,#ffb77f
500,2018 C,#ff7600
501,2018 U,#ff8a3d
502,2019 C,#da6c00
503,2019 U,#e08449
504,202,#8c2633
505,202 C,#8b2331
506,202 U,#92575d
507,2020 C,#c05400
508,2020 U,#c9713b
509,2021 C,#9f4812
510,2021 U,#a7633d
511,2022 C,#feaa8c
512,2022 U,#ffa98e
513,2023 C,#fd936e
514,2023 U,#ff9b7f
515,2024 C,#fd7b55
516,2024 U,#ff876e
517,2025 C,#ff8a39
518,2025 U,#ff955e
519,2026 C,#fa6238
520,2026 U,#ff755e
521,2027 C,#f3523e
522,2027 U,#fa6a62
523,2028 C,#f13000
524,2028 U,#f64f35
525,2029 C,#f7817d
526,2029 U,#fb8583
527,203,#f2afc1
528,203 C,#f0b2c9
529,203 U,#f8b0cb
530,2030 C,#e17973
531,2030 U,#ea8c89
532,2031 C,#da6764
533,2031 U,#e07b7b
534,2032 C,#d45856
535,2032 U,#d77170
536,2033 C,#ca4543
537,2033 U,#cd6866
538,2034 C,#ec3a3d
539,2034 U,#f25f62
540,2035 C,#dc001b
541,2035 U,#e43f41
542,2036 C,#f8bdd5
543,2036 U,#ffc3da
544,2037 C,#f695c5
545,2037 U,#ff9bca
546,2038 C,#f460a1
547,2038 U,#f772a5
548,2039 C,#ea3986
549,2039 U,#ef5b8e
550,204,#ed7a9e
551,204 C,#ec80a8
552,204 U,#f481a4
553,2040 C,#e1075a
554,2040 U,#e34068
555,2041 C,#a3234c
556,2041 U,#a44e63
557,2042 C,#72273b
558,2042 U,#7e4e56
559,2043 C,#e9c3d1
560,2043 U,#f0c0d1
561,2044 C,#e993b5
562,2044 U,#ec93b5
563,2045 C,#e0739e
564,2045 U,#e07b9e
565,2046 C,#d25788
566,2046 U,#cf6c8d
567,2047 C,#a7466e
568,2047 U,#a05f77
569,2048 C,#983a5f
570,2048 U,#965a6e
571,2049 C,#862d4a
572,2049 U,#8c5463
573,205,#e54c7c
574,205 C,#e7417a
575,205 U,#ea5f83
576,2050 C,#efd6e4
577,2050 U,#f7dbe8
578,2051 C,#ddc0cf
579,2051 U,#e5c7d4
580,2052 C,#cb9fb6
581,2052 U,#cfa5b9
582,2053 C,#b67e9d
583,2053 U,#ba8aa3
584,2054 C,#a06f8c
585,2054 U,#a47c92
586,2055 C,#925d7b
587,2055 U,#997187
588,2056 C,#814766
589,2056 U,#8a657a
590,2057 C,#d291b7
591,2057 U,#db9fbf
592,2058 C,#bb85a9
593,2058 U,#b285a4
594,2059 C,#ba7aa0
595,2059 U,#bb83a2
596,206,#d30547
597,206 C,#d60036
598,206 U,#de4164
599,2060 C,#cb6aa6
600,2060 U,#cc7aaa
601,2061 C,#b15188
602,2061 U,#b66f93
603,2062 C,#b7448c
604,2062 U,#b25f8e
605,2063 C,#a9307b
606,2063 U,#a3537f
607,2064 C,#e1a0d2
608,2064 U,#e394cb
609,2065 C,#dfa7dc
610,2065 U,#e1a0da
611,2066 C,#d38dd2
612,2066 U,#d68cd1
613,2067 C,#c269c1
614,2067 U,#c174bf
615,2068 C,#b44fb3
616,2068 U,#b364b2
617,2069 C,#a738a6
618,2069 U,#a85aa7
619,207,#baaa9e
620,207 C,#ab0032
621,207 U,#b34b63
622,2070 C,#911d92
623,2070 U,#964b95
624,2071 C,#c7b1dd
625,2071 U,#ccb3e1
626,2072 C,#b896d3
627,2072 U,#ba98d5
628,2073 C,#b094d2
629,2073 U,#ad95d3
630,2074 C,#9669bd
631,2074 U,#9776bb
632,2075 C,#8765bb
633,2075 U,#8c75ba
634,2076 C,#8558b3
635,2076 U,#8c6db2
636,2077 C,#6e3fa0
637,2077 U,#75579d
638,2078 C,#b59dbc
639,2078 U,#bea6c1
640,2079 C,#9c7da2
641,2079 U,#a58baa
642,208,#8e2344
643,208 C,#8b1c40
644,208 U,#935466
645,2080 C,#9872ab
646,2080 U,#987aa9
647,2081 C,#875d9c
648,2081 U,#8d6f9e
649,2082 C,#7a4d90
650,2082 U,#836894
651,2083 C,#965dc7
652,2083 U,#9c71c8
653,2084 C,#8037b1
654,2084 U,#8a5db2
655,2085 C,#dfcce6
656,2085 U,#e9d3ec
657,2086 C,#a08acb
658,2086 U,#a28fcc
659,2087 C,#9d7cd3
660,2087 U,#a085d7
661,2088 C,#835cc7
662,2088 U,#866cc5
663,2089 C,#7148bc
664,2089 U,#7a61b9
665,209,#75263d
666,209 C,#73243c
667,209 U,#835664
668,2090 C,#653ab6
669,2090 U,#755ab2
670,2091 C,#4b16a0
671,2091 U,#674da0
672,2092 C,#b9aad4
673,2092 U,#b7aad8
674,2093 C,#a597c1
675,2093 U,#a697bf
676,2094 C,#8e7eac
677,2094 U,#9284ac
678,2095 C,#7965b2
679,2095 U,#7f72af
680,2096 C,#664da1
681,2096 U,#776aa6
682,2097 C,#6045b9
683,2097 U,#6f5eb7
684,2098 C,#4527a9
685,2098 U,#6654a8
686,2099 C,#b1a2ca
687,2099 U,#aea0c9
688,210,#ffa0bf
689,210 C,#fd9fc8
690,210 U,#ffa2ca
691,2100 C,#9e8ec9
692,2100 U,#a495cc
693,2101 C,#8974d1
694,2101 U,#8c7cd0
695,2102 C,#6457b0
696,2102 U,#726bad
697,2103 C,#5848a5
698,2103 U,#6b63a4
699,2104 C,#483697
700,2104 U,#655c9b
701,2105 C,#36217b
702,2105 U,#615085
703,2106 C,#b0b4cd
704,2106 U,#b4b8d2
705,2107 C,#8f98b9
706,2107 U,#97a0be
707,2108 C,#777ea9
708,2108 U,#7f87a8
709,2109 C,#696b99
710,2109 U,#757b9c
711,211,#ff77a8
712,211 C,#fb7eb4
713,211 U,#ff85b4
714,2110 C,#5a5f8f
715,2110 U,#6e7494
716,2111 C,#444c7e
717,2111 U,#636989
718,2112 C,#322164
719,2112 U,#54476e
720,2113 C,#a4afe3
721,2113 U,#a7b1e7
722,2114 C,#838cc9
723,2114 U,#929cd1
724,2115 C,#6e78bd
725,2115 U,#838dc5
726,2116 C,#5e66b1
727,2116 U,#7a80ba
728,2117 C,#44489b
729,2117 U,#6568a1
730,2118 C,#323578
731,2118 U,#595a83
732,2119 C,#2a2d64
733,2119 U,#555577
734,212,#f94f8e
735,212 C,#f55096
736,212 U,#f96d9c
737,2120 C,#bdcaea
738,2120 U,#b3c3eb
739,2121 C,#8cabd8
740,2121 U,#8da9d9
741,2122 C,#9aade3
742,2122 U,#8da4e2
743,2123 C,#7892dd
744,2123 U,#738bda
745,2124 C,#6e7bd3
746,2124 U,#6b77cd
747,2125 C,#4f62c8
748,2125 U,#646cc3
749,2126 C,#273bb2
750,2126 U,#565baf
751,2127 C,#b6c8e1
752,2127 U,#b9cbe4
753,2128 C,#95b4e4
754,2128 U,#94b3e6
755,2129 C,#5a8cda
756,2129 U,#6a8edb
757,213,#ea0f6b
758,213 C,#ea1d75
759,213 U,#ee5483
760,2130 C,#5075d0
761,2130 U,#637ace
762,2131 C,#2e5bbe
763,2131 U,#586bba
764,2132 C,#0056c1
765,2132 U,#4e6dc3
766,2133 C,#1356a4
767,2133 U,#5470a9
768,2134 C,#90a4cf
769,2134 U,#9daed6
770,2135 C,#738bbf
771,2135 U,#8397c7
772,2136 C,#8293b8
773,2136 U,#8493b5
774,2137 C,#6c7eaa
775,2137 U,#7784a7
776,2138 C,#627592
777,2138 U,#6d798f
778,2139 C,#4c6896
779,2139 U,#627496
780,214,#cc0256
781,214 C,#d50f67
782,214 U,#d65079
783,2140 C,#375182
784,2140 U,#586689
785,2141 C,#88bde8
786,2141 U,#7fb8e9
787,2142 C,#7bace3
788,2142 U,#87b1e7
789,2143 C,#3485cc
790,2143 U,#5c8ccc
791,2144 C,#0065ba
792,2144 U,#4b79bc
793,2145 C,#004ca7
794,2145 U,#416bad
795,2146 C,#00348e
796,2146 U,#315193
797,2147 C,#002576
798,2147 U,#3f4e84
799,2148 C,#5e8fb3
800,2148 U,#7094b5
801,2149 C,#4b80a7
802,2149 U,#6488a9
803,215,#a50544
804,215 C,#af1556
805,215 U,#b1506f
806,2150 C,#32739d
807,2150 U,#5d7e9f
808,2151 C,#2169a2
809,2151 U,#52739e
810,2152 C,#156390
811,2152 U,#517292
812,2153 C,#00537d
813,2153 U,#4e6a87
814,2154 C,#00447f
815,2154 U,#435f86
816,2155 C,#9cb4cb
817,2155 U,#a2b9d0
818,2156 C,#8aa4c0
819,2156 U,#8ea8c4
820,2157 C,#7192b4
821,2157 U,#7c95b4
822,2158 C,#5881a6
823,2158 U,#6d89a8
824,2159 C,#4b759b
825,2159 U,#66809e
826,216,#7c1e3f
827,216 C,#802145
828,216 U,#8b5465
829,2160 C,#3d6891
830,2160 U,#5d7694
831,2161 C,#245681
832,2161 U,#4f6988
833,2162 C,#9da4b3
834,2162 U,#9ca3b2
835,2163 C,#849aaf
836,2163 U,#8ea0b2
837,2164 C,#7c92a7
838,2164 U,#8396a9
839,2165 C,#667f98
840,2165 U,#748699
841,2166 C,#54718a
842,2166 U,#6b7d90
843,2167 C,#4d6b86
844,2167 U,#647689
845,2168 C,#22495c
846,2168 U,#556774
847,2169 C,#7faed2
848,2169 U,#80afd3
849,217,#f4bfd1
850,217 C,#eebdda
851,217 U,#f6c0e1
852,2170 C,#5a9ac6
853,2170 U,#6094c0
854,2171 C,#3f9edf
855,2171 U,#4c95dc
856,2172 C,#0079d0
857,2172 U,#5284d3
858,2173 C,#0083d6
859,2173 U,#3c81d1
860,2174 C,#0075cf
861,2174 U,#3379cb
862,2175 C,#0068c7
863,2175 U,#2072c2
864,2176 C,#a4b7bf
865,2176 U,#b2c2cb
866,2177 C,#7d9eab
867,2177 U,#8da7b3
868,2178 C,#688d9c
869,2178 U,#7c97a3
870,2179 C,#4f7888
871,2179 U,#6d8896
872,218,#ed72aa
873,218 C,#eb6baf
874,218 U,#f482b8
875,2180 C,#3c6b7e
876,2180 U,#607a88
877,2181 C,#29596b
878,2181 U,#576f7c
879,2182 C,#12485b
880,2182 U,#526975
881,2183 C,#0090bd
882,2183 U,#3b91ba
883,2184 C,#0082d4
884,2184 U,#2d88d5
885,2185 C,#0074a6
886,2185 U,#357ea6
887,2186 C,#004787
888,2186 U,#225e8e
889,2187 C,#004477
890,2187 U,#375c7e
891,2188 C,#00406a
892,2188 U,#3a5b78
893,2189 C,#003248
894,2189 U,#435768
895,219,#e22882
896,219 C,#e11282
897,219 U,#e95b95
898,2190 C,#4fb5e5
899,2190 U,#4eb1e9
900,2191 C,#00a1e1
901,2191 U,#36a2e4
902,2192 C,#008edb
903,2192 U,#0095dd
904,2193 C,#008fdb
905,2193 U,#148cd9
906,2194 C,#0083d5
907,2194 U,#008bd6
908,2195 C,#0074ce
909,2195 U,#267dcd
910,2196 C,#0067b1
911,2196 U,#0165a0
912,2197 C,#6ed0e7
913,2197 U,#63d1ea
914,2198 C,#3ec7e4
915,2198 U,#30c7e7
916,2199 C,#00b8dd
917,2199 U,#00b8de
918,220,#aa004f
919,220 C,#ab004e
920,220 U,#b44a73
921,2200 C,#00a6c6
922,2200 U,#3ea8c7
923,2201 C,#00abd8
924,2201 U,#00acd7
925,2202 C,#00a2e0
926,2202 U,#00a8e4
927,2203 C,#0085ae
928,2203 U,#178bae
929,2204 C,#adcbd7
930,2204 U,#aaccd9
931,2205 C,#88b1c4
932,2205 U,#86b0c5
933,2206 C,#769db4
934,2206 U,#7ea1b7
935,2207 C,#6198b2
936,2207 U,#6f9bb3
937,2208 C,#5287a3
938,2208 U,#668da3
939,2209 C,#4684a0
940,2209 U,#648ca4
941,221,#930042
942,221 C,#970047
943,221 U,#a14c6c
944,2210 C,#084d71
945,2210 U,#47637c
946,2211 C,#6f98a3
947,2211 U,#7fa2ac
948,2212 C,#4e8391
949,2212 U,#688b97
950,2213 C,#2d6f78
951,2213 U,#5c7c82
952,2214 C,#2e6c79
953,2214 U,#5b7d87
954,2215 C,#2c5466
955,2215 U,#516874
956,2216 C,#2b4b58
957,2216 U,#4e616a
958,2217 C,#003841
959,2217 U,#43565e
960,2218 C,#6eaebd
961,2218 U,#75afbf
962,2219 C,#57a2b3
963,2219 U,#67a3b4
964,222,#70193d
965,222 C,#701c45
966,222 U,#85556a
967,2220 C,#4195a9
968,2220 U,#6199ab
969,2221 C,#278a9f
970,2221 U,#548fa0
971,2222 C,#0a8098
972,2222 U,#4e879b
973,2223 C,#00758e
974,2223 U,#447e92
975,2224 C,#006681
976,2224 U,#3c7386
977,2225 C,#70d3e1
978,2225 U,#69d6e5
979,2226 C,#2ec9da
980,2226 U,#39cbdd
981,2227 C,#52bcc9
982,2227 U,#5dbecd
983,2228 C,#00a2be
984,2228 U,#00a4be
985,2229 C,#0099b8
986,2229 U,#009bb6
987,223,#f993c4
988,223 C,#f294cd
989,223 U,#fca4d6
990,2230 C,#0089a1
991,2230 U,#1490a5
992,2231 C,#007993
993,2231 U,#008297
994,2232 C,#6daeb3
995,2232 U,#75afb5
996,2233 C,#54a5b0
997,2233 U,#63a4af
998,2234 C,#499da5
999,2234 U,#5c9ba2
1000,2235 C,#1c919d
1001,2235 U,#4e939d
1002,2236 C,#1e909a
1003,2236 U,#4e8e97
1004,2237 U,#4d8990
1005,2238 C,#006776
1006,2238 U,#30737d
1007,2239 C,#00ccb7
1008,2239 U,#00ceb6
1009,224,#f46baf
1010,224 C,#ef6eba
1011,224 U,#f987c6
1012,2240 C,#00bea1
1013,2240 U,#00bfa4
1014,2241 C,#53a092
1015,2241 U,#63a094
1016,2242 C,#00a077
1017,2242 U,#00a081
1018,2243 C,#00927b
1019,2243 U,#3c9383
1020,2244 C,#087e6d
1021,2244 U,#4d857b
1022,2245 C,#008356
1023,2245 U,#008a6c
1024,2246 C,#a7d2b9
1025,2246 U,#a5d6bc
1026,2247 C,#74bf99
1027,2247 U,#7bc4a0
1028,2248 C,#6cb691
1029,2248 U,#78ba98
1030,2249 C,#53a97f
1031,2249 U,#67aa86
1032,225,#ed2893
1033,225 C,#e51992
1034,225 U,#ef60a4
1035,2250 C,#00b073
1036,2250 U,#21ae7b
1037,2251 C,#00aa71
1038,2251 U,#00a778
1039,2252 C,#00a54d
1040,2252 U,#00a763
1041,2253 C,#bae8ca
1042,2253 U,#bfefce
1043,2254 C,#acddb2
1044,2254 U,#ace2b4
1045,2255 C,#85d095
1046,2255 U,#86d59b
1047,2256 C,#53c072
1048,2256 U,#5dc380
1049,2257 C,#00ab51
1050,2257 U,#34aa68
1051,2258 C,#008424
1052,2258 U,#418f53
1053,2259 C,#007022
1054,2259 U,#458151
1055,226,#d60270
1056,226 C,#d7006d
1057,226 U,#e14486
1058,2260 C,#b2cfad
1059,2260 U,#c0dabb
1060,2261 C,#96ba91
1061,2261 U,#93b78e
1062,2262 C,#88ac89
1063,2262 U,#8bac8c
1064,2263 C,#6f946b
1065,2263 U,#7c9a7b
1066,2264 C,#669460
1067,2264 U,#71966f
1068,2265 C,#587d50
1069,2265 U,#738e70
1070,2266 C,#2d5423
1071,2266 U,#577754
1072,2267 C,#96de99
1073,2267 U,#98e69f
1074,2268 C,#72d77d
1075,2268 U,#6edb84
1076,2269 C,#78ca6d
1077,2269 U,#6bc774
1078,227,#ad005b
1079,227 C,#b00060
1080,227 U,#b24776
1081,2270 C,#17c54e
1082,2270 U,#3ac867
1083,2271 C,#00b832
1084,2271 U,#12ba58
1085,2272 C,#00981a
1086,2272 U,#3ba047
1087,2273 C,#227026
1088,2273 U,#4e7c4e
1089,2274 C,#d0d9b1
1090,2274 U,#d6dfb5
1091,2275 C,#c3da95
1092,2275 U,#c7e09a
1093,2276 C,#88a650
1094,2276 U,#8aa667
1095,2277 C,#52941d
1096,2277 U,#649847
1097,2278 C,#4b7f1e
1098,2278 U,#628b4a
1099,2279 C,#5c7d2a
1100,2279 U,#6d8453
1101,228,#8c004c
1102,228 C,#8d0b56
1103,228 U,#8f4d6d
1104,2280 C,#47691d
1105,2280 U,#627a4b
1106,2281 C,#d8e798
1107,2281 U,#dbec99
